TITLE,RESTAURANT_ID,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST
FINE DINING,365,"Spanish, Italian, European, Bar Food, Asian, Continental",5pm – 1:30am (Mon-Sun),Mumbai,Worli,4.3,2872 votes,4000
QUICK BITES,4542,Fast Food,11am – 2am (Mon-Sun),Noida,Sector 22,3.8,235 votes,400
QUICK BITES,10064,"Biryani, North Indian","Closed (Mon),12noon – 3:30pm, 6:30pm – 10:30pm...",Bangalore,Basaveshwara Nagar,3.9,176 votes,350
CASUAL DINING,14255,"American, European","12noon – 3:30pm, 7pm – 11:30pm (Mon-Sun)",Bangalore,Koramangala 6th Block,4.3,532 votes,2500
CAFÉ,2460,Cafe,7:30am – 10pm (Mon-Sun),Bangalore,Sahakara Nagar,4.0,97 votes,400
BAR,15152,"Finger Food, Continental",12noon – 1am (Mon-Sun),Bangalore,Indiranagar,4.1,1945 votes,1200
QUICK BITES,5836,"Fast Food, Pizza","10am – 11pm (Mon, Wed, Thu, Fri, Sat), 9am –...",Chennai,Teynampet,3.5,27 votes,200
BEVERAGE SHOP,4952,"Beverages, Juices, Desserts, Fast Food",9am – 12midnight (Mon-Sun),Chennai,Egmore,4.2,563 votes,300
QUICK BITES,12456,"South Indian, Chinese",10am – 10:30pm (Mon-Sun),New Delhi,Dilshad Garden,3.7,133 votes,200
None,5169,"Biryani, Kebab","12midnight – 4am, 11:30am – 12midnight (Mon-Sun)",Noida,Sector 29,3.9,761 votes,550
"BAKERY,QUICK BITES",1926,"Bakery, Desserts, Fast Food, Chinese",6am – 10:30pm (Mon-Sun),Hyderabad,Miyapur,3.4,462 votes,250
PUB,13501,"American, North Indian, Chinese","11am – 12midnight (Mon-Thu),11am – 1am (Fri-Sun)",Bangalore,Brigade Road,4.2,284 votes,1500
CAFÉ,12826,"Cafe, Italian",10am – 10pm (Mon-Sun),Bangalore,Vasanth Nagar,4.1,164 votes,300
None,11645,"South Indian, Chettinad",11am – 11pm (Mon-Sun),Sholinganallur,Sholinganallur - Chennai Road,3.0,29 votes,450
CASUAL DINING,1553,"Thai, Chinese, Continental, North Indian, South Indian",24 Hours (Mon-Sun),Chennai,Pallikaranai,3.9,188 votes,1100
None,1600,"North Indian, Bengali",12noon – 11pm (Mon-Sun),New Delhi,Malviya Nagar,NEW,,250
QUICK BITES,5231,South Indian,"6:30am – 10am, 7pm – 11pm (Mon-Sun)",Chennai,Mandaveli,3.8,28 votes,200
CAFÉ,4630,"Cafe, Healthy Food",8am – 10pm (Mon-Sun),Road 3,Above Almond House,3.8,131 votes,400
BEVERAGE SHOP,1237,Beverages,11am – 11pm (Mon-Sun),Kochi,Kakkanad,3.0,11 votes,300
None,5021,"Italian, Burger, Beverages",11:30am – 10:30pm (Mon-Sun),,,4.1,106 votes,800
CASUAL DINING,1198,"North Indian, Chinese, Street Food, Beverages","12noon – 4pm, 7pm – 11:30pm (Mon-Sun)",Bangalore,City Market,4.2,185 votes,700
QUICK BITES,12606,Kerala,8am – 11pm (Mon-Sun),Kochi,Elamkulam,-,,500
BEVERAGE SHOP,4940,"Beverages, Desserts, Ice Cream",11am – 1am (Mon-Sun),Bangalore,Indiranagar,4.2,181 votes,400
QUICK BITES,5963,"Biryani, Chettinad, North Indian",7am – 11pm (Mon-Sun),Chennai,Purasavakkam,3.4,42 votes,450
QUICK BITES,9303,South Indian,6am – 11:30pm (Mon-Sun),Secunderabad,PG Road,3.9,46 votes,200
BAKERY,3757,"Bakery, Fast Food",9am – 10pm (Mon-Sun),New Delhi,Defence Colony,4.1,833 votes,400
BAKERY,12754,Bakery,11am – 11pm (Mon-Sun),Hyderabad,Jeedimetla,3.6,132 votes,300
QUICK BITES,12769,"North Indian, Chinese",7am – 3am (Mon-Sun),Bangalore,KR Puram,NEW,,400
QUICK BITES,11115,"North Indian, Andhra",11am – 4am (Mon-Sun),Bangalore,Whitefield,3.8,105 votes,500
CASUAL DINING,5867,"North Indian, South Indian, Chinese, Seafood",11am – 11pm (Mon-Sun),Hyderabad,Jeedimetla,3.5,114 votes,750
QUICK BITES,8781,"Chinese, North Indian","11am – 3pm, 7pm – 11pm (Mon-Sun)",Chennai,Neelangarai,3.2,28 votes,300
None,11823,"American, Fast Food, Pizza, Burger",12noon – 4am (Mon-Sun),New Delhi,Greater Kailash 1 (GK1),4.0,559 votes,700
QUICK BITES,10597,"Andhra, Hyderabadi",12noon – 11pm (Mon-Sun),Hyderabad,Hafeezpet,3.6,95 votes,550
CASUAL DINING,8676,"Chinese, North Indian, Continental",11:30am – 11pm (Mon-Sun),New Delhi,Rajouri Garden,4.5,495 votes,1400
QUICK BITES,4496,"Kebab, Fast Food, Rolls",5:30pm – 1am (Mon-Sun),Maharashtra 400102,Mumbai,4.2,834 votes,350
QUICK BITES,8240,"North Indian, South Indian",10am – 11pm (Mon-Sun),Kochi,Kakkanad,NEW,,250
QUICK BITES,4138,"Chinese, Seafood, Thai",12noon – 11pm (Mon-Sun),New Delhi,Chittaranjan Park,NEW,,400
QUICK BITES,15258,"Chinese, Thai, Momos",11am – 10:30pm (Mon-Sun),Bangalore,Sanjay Nagar,4.0,168 votes,300
QUICK BITES,13194,Fast Food,11:30am – 3am (Mon-Sun),Bangalore,Koramangala 5th Block,4.3,737 votes,400
QUICK BITES,2191,Fast Food,5:30pm – 9:30pm (Mon-Sun),Chennai,Pallavaram,4.0,133 votes,250
None,1913,"Japanese, Sushi","11am – 11pm (Mon, Tue, Wed, Thu, Sun), 11am –...",Lower Parel West,Senapati Bapat Marg,3.6,153 votes,1000
KIOSK,12942,"Seafood, South Indian","1:30pm – 8:30pm (Mon-Sat),Closed (Sun)",Chennai,Triplicane,3.5,158 votes,200
CASUAL DINING,7346,"North Indian, Chinese, Asian, Thai",11:30am – 11:30pm (Mon-Sun),Mumbai,Santacruz East,3.9,720 votes,700
QUICK BITES,10298,"Biryani, Chinese, North Indian, Kebab",12noon – 12:30AM (Mon-Sun),Mumbai,Goregaon East,3.6,232 votes,800
CASUAL DINING,8252,North Indian,"12noon – 3:30pm, 7pm – 11pm (Mon-Fri),12noon –...",Mumbai,Goregaon East,4.2,1769 votes,1200
QUICK BITES,10828,South Indian,6am – 11pm (Mon-Sun),Hyderabad,Attapur,3.9,330 votes,200
CASUAL DINING,13966,"Japanese, Chinese, Asian, Thai",12noon – 11pm (Mon-Sun),Gurgaon,Sector 50,4.0,555 votes,1000
None,13828,"Asian, Biryani, North Indian",9am – 1am (Mon-Sun),Chennai,Porur,3.6,32 votes,500
DESSERT PARLOR,14377,"Desserts, Beverages",10am – 12midnight (Mon-Sun),Mumbai,Malad West,3.7,92 votes,300
CAFÉ,13479,"Cafe, American, Burger, Juices",9am – 11:30pm (Mon-Sun),Bandra West,Carter Road,3.9,1726 votes,900
QUICK BITES,4969,Fast Food,"12midnight – 3am, 3pm – 12midnight (Mon-Sun)",Kochi,Edappally,3.1,9 votes,200
BEVERAGE SHOP,13684,"Juices, Beverages",11am – 10:30pm (Mon-Sun),Tripunithura,North Fort Gate,3.9,35 votes,100
CASUAL DINING,6423,"Chinese, North Indian",11am – 11pm (Mon-Sun),Hyderabad,Chanda Nagar,3.8,199 votes,550
"BAR,CASUAL DINING",15223,"North Indian, Mughlai, Chinese","11am – 11:30pm (Mon-Thu),11am – 1am (Fri-Sun)",Bangalore,MG Road,4.1,271 votes,1200
QUICK BITES,11947,Mughlai,10am – 11pm (Mon-Sun),Noida,Sector 15,3.5,37 votes,300
DESSERT PARLOR,6595,Ice Cream,9am – 12midnight (Mon-Sun),Hyderabad,Banjara Hills,4.4,400 votes,250
QUICK BITES,635,Bengali,10am – 10:30pm (Mon-Sun),Hyderabad,Himayath Nagar,3.9,100 votes,350
QUICK BITES,7827,"Fast Food, Beverages, Rolls",9am – 12midnight (Mon-Sun),Bangalore,Kammanahalli,3.9,56 votes,300
CASUAL DINING,13127,"Italian, Thai, Mexican, Chinese",11:45am – 11pm (Mon-Sun),Mumbai,Chowpatty,3.8,1483 votes,850
QUICK BITES,4880,"Bakery, Sandwich, Italian",9am – 10pm (Mon-Sun),Kochi,Kacheripady,-,,700
"MICROBREWERY,CASUAL DINING",13524,"Continental, North Indian, Pizza, BBQ",12noon – 1am (Mon-Sun),Bangalore,Koramangala 6th Block,4.4,714 votes,2000
QUICK BITES,12068,"Street Food, North Indian",8am – 8:30pm (Mon-Sun),Bangalore,hsr layout,4.1,184 votes,100
CASUAL DINING,13449,"South Indian, Kerala","12noon – 4pm, 7pm – 11pm (Mon-Sun)",Chennai,T. Nagar,4.6,216 votes,500
CASUAL DINING,1845,"Biryani, North Indian, Mughlai",10am – 11pm (Mon-Sun),Navi Mumbai,CBD-Belapur,4.2,1260 votes,750
QUICK BITES,6972,"North Indian, Kebab, Chinese, Fast Food",12:30pm – 11pm (Mon-Sun),Bangalore,RT Nagar,3.9,215 votes,400
QUICK BITES,4769,North Indian,"11am – 4pm, 7pm – 4am (Mon-Sun)",Gurgaon,MG Road,4.0,199 votes,150
QUICK BITES,10388,"Pizza, Fast Food",12noon – 11pm (Mon-Sun),New Delhi,Mayur Vihar Phase 1,3.8,229 votes,500
CASUAL DINING,4060,"Mexican, Spanish, Fast Food",11am – 11pm (Mon-Sun),Chennai,Gopalapuram,3.7,118 votes,800
CASUAL DINING,8004,"Continental, European, Italian, Pizza, Indian, Burger, Sandwich, Cafe Food",24 Hours (Mon-Sun),Mumbai,Borivali West,3.7,242 votes,1500
"BAKERY,QUICK BITES",9218,"Bakery, Fast Food, Juices, Desserts",10am – 10pm (Mon-Sun),Kochi,Palarivattom,3.6,158 votes,300
CASUAL DINING,12612,South Indian,Not Available,,,-,,200
QUICK BITES,14413,"North Indian, Mughlai, Momos",11am – 11pm (Mon-Sun),Noida,Sector 12,3.8,126 votes,600
BAR,4299,Finger Food,11am – 8pm (Mon-Sun),Hyderabad,Gandipet,3.9,48 votes,2000
CAFÉ,4205,Cafe,11am – 2am (Mon-Sun),Mumbai,Jogeshwari,3.7,45 votes,200
QUICK BITES,193,Street Food,11am – 11pm (Mon-Sun),Mumbai,Sion,3.7,49 votes,150
PUB,35,"Chinese, Continental, North Indian",11am – 12:30AM (Mon-Sun),Bangalore,New BEL Road,4.3,993 votes,1400
"CASUAL DINING,BAR",4270,"BBQ, Chinese, Continental, North Indian, South Indian",11am – 11pm (Mon-Sun),Chennai,Semmancheri,3.3,92 votes,1000
CASUAL DINING,3398,Continental,11am – 11pm (Mon-Sun),Secunderabad,Sainikpuri,3.8,47 votes,800
FINE DINING,8777,Chinese,"12:30pm – 2:45pm, 7:30pm – 11:45pm (Mon-Sun)",Mumbai,Bandra West,4.3,917 votes,3000
CASUAL DINING,14803,"Chinese, Thai, Asian, Seafood, Sushi","12noon – 3:30pm, 7pm – 11:30pm (Mon-Sun)",Hyderabad,Jubilee Hills,4.2,2509 votes,1300
QUICK BITES,9290,Street Food,5pm – 9pm (Mon-Sun),Bangalore,BTM,4.0,74 votes,150
QUICK BITES,1641,"South Indian, North Indian","11:30am – 4pm, 6pm – 2am (Mon-Sun)",Hyderabad,Kondapur,3.1,510 votes,600
"CAFÉ,QUICK BITES",2820,"Cafe, Street Food, Beverages",10am – 11pm (Mon-Sun),Chennai,Nungambakkam,4.1,136 votes,500
QUICK BITES,13173,"North Indian, Chinese",11:30am – 11pm (Mon-Sun),Chennai,Poonamalle,3.8,89 votes,400
QUICK BITES,3219,"Desserts, Ice Cream",1pm – 11pm (Mon-Sun),Bangalore,New BEL Road,4.2,62 votes,250
"CASUAL DINING,BAR",8008,"Chinese, Continental, Finger Food, North Indian, Italian",11am – 1am (Mon-Sun),Navi Mumbai,CBD Belapur,4.0,380 votes,1500
None,7202,Kebab,11am – 11pm (Mon-Sun),Kochi,Kakkanad,3.7,53 votes,250
QUICK BITES,8954,Pizza,12noon – 11pm (Mon-Sun),Secunderabad,ECIL,3.7,57 votes,300
QUICK BITES,13602,"Burger, Fast Food, Beverages","11am – 4am (Mon, Wed, Thu, Fri, Sat, Sun), 12noon...",New Delhi,Rajouri Garden,4.2,2372 votes,450
QUICK BITES,14122,North Indian,6am – 11:30pm (Mon-Sun),Bangalore,Kanakapura Road,NEW,,300
CASUAL DINING,6103,"Chinese, North Indian","12:30pm – 3pm, 6:30pm – 11pm (Mon-Sun)",Mumbai,Nalasopara,3.4,120 votes,500
QUICK BITES,2222,"Pizza, Burger, Sandwich, Juices",8am – 2:30am (Mon-Sun),Chennai,West Mambalam,3.4,87 votes,350
None,5778,"North Indian, Fast Food",10am – 12midnight (Mon-Sun),New Delhi,Subhash Nagar,NEW,,200
CASUAL DINING,12512,"Continental, South Indian, North Indian, Chinese, Desserts",6:30am – 11pm (Mon-Sun),Chennai,Old Mahabalipuram Road (OMR),4.3,79 votes,1200
CASUAL DINING,8446,"North Indian, Malwani, Thai, Chinese",12noon – 12midnight (Mon-Sun),Thane West,Manpada,3.7,166 votes,800
QUICK BITES,15383,"Kerala, Chinese",11am – 11pm (Mon-Sun),Kochi,Kacheripady,-,,300
"DESSERT PARLOR,QUICK BITES",2993,"Ice Cream, Desserts, Fast Food",11am – 11pm (Mon-Sun),Chennai,Ramapuram,3.8,152 votes,500
DESSERT PARLOR,15569,"Ice Cream, Desserts",11am – 2am (Mon-Sun),Hyderabad,Kondapur,3.9,234 votes,300
QUICK BITES,4560,"Fast Food, Italian, Bakery, Pizza, Beverages","9:29am – 12midnight (Mon),9:30am – 12midnight...",Mumbai,Borivali West,4.2,373 votes,600
QUICK BITES,10660,"North Indian, Street Food","11:30am – 3:30pm, 6:30pm – 10:30pm (Mon-Sun)",Chennai,Chengalpattu,2.8,30 votes,150
QUICK BITES,4883,Pizza,"Closed (Mon),12noon – 9:30pm (Tue-Sun)",Hyderabad,Rudraram,3.6,33 votes,300
DESSERT PARLOR,12904,"Desserts, Bakery",10:30am – 11pm (Mon-Sun),Mumbai,Lower Parel,3.8,38 votes,400
"CASUAL DINING,BAR",2203,"Thai, North Indian, Chinese, Continental","12noon – 12:30AM (Mon, Tue, Wed, Thu, Sun), 12noon...",Mumbai,Mira Road,4.3,320 votes,1200
"MICROBREWERY,PUB",1730,"Continental, European, BBQ, Chinese, Asian","12noon – 12midnight (Mon, Tue, Wed, Thu, Sun)...",Bangalore,Whitefield,4.7,7137 votes,2400
CASUAL DINING,936,"Arabian, Biryani, Chinese, North Indian, Italian",11am – 12midnight (Mon-Sun),Chennai,Kodambakkam,4.1,1114 votes,800
"BAR,CASUAL DINING",13973,"North Indian, Italian, Finger Food",12noon – 12midnight (Mon-Sun),Hyderabad,Gachibowli,4.1,1811 votes,1300
QUICK BITES,5460,"North Indian, Fast Food",7am – 3pm (Mon-Sun),Mumbai,Sion,3.4,22 votes,300
BAKERY,5294,Bakery,11:30am – 10:30pm (Mon-Sun),Kochi,Fort Kochi,-,,200
QUICK BITES,1625,Bengali,"11am – 3:30pm, 6:30pm – 11pm (Mon-Thu),11am –...",Bangalore,Marathahalli,3.9,237 votes,300
CASUAL DINING,2080,South Indian,1pm – 3am (Mon-Sun),Hyderabad,Plot No 1 Ayyappa society Khanamet Madhapur,3.5,71 votes,600
CASUAL DINING,15171,"Continental, South Indian, Italian, North Indian",24 Hours (Mon-Sun),Chennai,Ramapuram,4.1,206 votes,2500
None,7463,"Andhra, South Indian",12noon – 11pm (Mon-Sun),Hyderabad,Himayath Nagar,3.8,171 votes,500
CASUAL DINING,8968,"South Indian, Chinese, North Indian",6am – 10:30pm (Mon-Sun),Chennai,Mahabalipuram,3.7,91 votes,400
QUICK BITES,1385,South Indian,9am – 11pm (Mon-Sun),Mumbai,Kandivali West,3.6,145 votes,500
QUICK BITES,10687,Kerala,8am – 11pm (Mon-Sun),Kochi,Thevera,3.1,8 votes,200
QUICK BITES,13451,South Indian,6am – 11am (Mon-Sun),Bangalore,Yeshwantpur,3.5,7 votes,200
CASUAL DINING,5296,"North Indian, Biryani, Chinese",11am – 12midnight (Mon-Sun),Hyderabad,Falaknuma,3.9,289 votes,500
CASUAL DINING,9570,South Indian,7am – 11:30pm (Mon-Sun),Kochi,Pallimukku,-,,400
QUICK BITES,8807,"North Indian, Fast Food","9am – 10pm (Mon-Sat),4pm – 10pm (Sun)",Kochi,Kakkanad,NEW,,150
CASUAL DINING,7252,Rajasthani,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",Bangalore,JP Nagar,4.2,1242 votes,1200
None,14796,"South Indian, Chinese",11am – 1am (Mon-Sun),Chennai,Taramani,3.1,30 votes,400
CASUAL DINING,11476,"South Indian, North Indian, Chinese",6:30am – 11pm (Mon-Sun),Chennai,Tambaram,3.7,69 votes,350
"CASUAL DINING,BAR",14244,"Chinese, North Indian, Mughlai, Seafood",11am – 12midnight (Mon-Sun),Thane West,Owale,4.1,397 votes,1100
CASUAL DINING,14346,"Continental, Italian, North Indian, Chinese","12noon – 11:30pm (Mon, Tue, Wed, Fri, Sat, Sun)...",Bengaluru,Indiranagar,4.6,234 votes,1000
CAFÉ,14167,Cafe,11am – 11pm (Mon-Sun),Ghaziabad,Indirapuram,4.4,1629 votes,1000
CASUAL DINING,15409,"Chinese, Japanese, Sushi",12noon – 11pm (Mon-Sun),New Delhi,Saket,4.4,1872 votes,1800
CASUAL DINING,1675,South Indian,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",Bangalore,Basavanagudi,3.9,162 votes,350
None,12183,"North Indian, Fast Food",11am – 11pm (Mon-Sun),New Delhi,Pitampura,3.7,528 votes,500
CASUAL DINING,4659,"Chinese, North Indian, South Indian, Continental, Desserts",6am – 11pm (Mon-Sun),Chennai,Vandalur,3.7,89 votes,600
CASUAL DINING,11067,"North Indian, Chinese",11:30am – 11pm (Mon-Sun),Secunderabad,Paradise Circle,3.9,769 votes,700
None,13151,"North Indian, Fast Food","12midnight – 5am, 12noon – 12midnight (Mon, Wed...",,,4.1,305 votes,350
QUICK BITES,12918,"Desserts, Juices",9:30am – 12midnight (Mon-Sun),Mumbai,Chowpatty,3.9,253 votes,350
CAFÉ,2057,"Cafe, Fast Food",11am – 11pm (Mon-Sun),New Delhi,Mayur Vihar Phase 1,NEW,,500
"PUB,CASUAL DINING",13007,"Mediterranean, European, American, North Indian",12noon – 1am (Mon-Sun),Gurgaon,DLF Cyber City,4.3,2033 votes,2300
CASUAL DINING,14973,"North Indian, South Indian, Fast Food, Chinese, Thai",9am – 12midnight (Mon-Sun),Mumbai,Mira Road,3.8,763 votes,500
QUICK BITES,1433,"North Indian, Chinese, Sandwich, Street Food, Biryani","7:30am – 12midnight (Mon, Tue, Wed, Thu, Sat...",,Kalyan,3.5,40 votes,300
CASUAL DINING,4237,"North Indian, Chinese",11am – 11pm (Mon-Sun),Mogappair,Golden George Nagar,3.8,110 votes,600
None,6896,North Indian,"Closed (Mon),12noon – 3:30pm, 7pm – 10:30pm...",Bangalore,Electronic City,3.8,51 votes,300
None,3987,"Chinese, Asian, Japanese, Thai",12noon – 12midnight (Mon-Sun),New Delhi,East Punjabi Bagh,4.2,525 votes,800
QUICK BITES,8229,Fast Food,"12noon – 10:30pm (Mon-Fri),11am – 11pm (Sat-Sun)",Chennai,Kodambakkam,3.8,498 votes,300
None,1740,"Fast Food, Chinese",11am – 11pm (Mon-Sun),New Delhi,East of Kailash,3.9,426 votes,500
None,14333,"North Indian, South Indian",8am – 12midnight (Mon-Sun),Kochi,Edappally,3.4,11 votes,200
QUICK BITES,4654,Asian,"11am – 4pm, 5pm – 11pm (Mon, Wed, Thu, Fri, Sat...",Bangalore,Koramangala 5th Block,3.8,29 votes,500
CASUAL DINING,2713,"Continental, American, Coffee","10am – 11pm (Mon, Tue, Wed, Fri, Sat, Sun), Closed...",Mumbai,Bandra Kurla Complex,NEW,,1400
CASUAL DINING,1125,"Biryani, South Indian","12noon – 3pm, 6pm – 10pm (Mon-Sun)",Telangana 500070,Hyderabad,3.8,290 votes,500
CASUAL DINING,5364,"Chinese, Andhra, North Indian",11:30am – 12midnight (Mon-Sun),Hyderabad,Kondapur,4.0,204 votes,900
QUICK BITES,6315,"Momos, Fast Food",11am – 10:30pm (Mon-Sun),Thane,Thane West,4.3,236 votes,300
QUICK BITES,5903,"South Indian, North Indian, Chinese",7:30am – 10:30pm (Mon-Sun),Bangalore,HSR,3.4,6 votes,400
QUICK BITES,2110,"Chinese, North Indian, Fast Food, Beverages",11:30am – 1:30am (Mon-Sun),Mumbai,Bandra West,3.4,70 votes,500
"CASUAL DINING,BAR",4216,"North Indian, South Indian, Chinese",11am – 11pm (Mon-Sun),Hyderabad,Lakdikapul,2.9,77 votes,1300
CAFÉ,5719,"Ice Cream, Chinese, Cafe, Continental, Desserts, Pizza",11am – 12midnight (Mon-Sun),Chennai,Mylapore,3.9,133 votes,800
BEVERAGE SHOP,4950,Beverages,6am – 1am (Mon-Sun),Hyderabad,Masab Tank,3.7,46 votes,400
CAFÉ,1760,"Cafe, Burger, Fast Food",11am – 1am (Mon-Sun),Bangalore,Indiranagar,4.3,202 votes,400
CASUAL DINING,10345,"Pizza, Fast Food",11am – 11pm (Mon-Sun),Chennai,George Town,2.8,159 votes,500
"MICROBREWERY,CASUAL DINING",13746,"Continental, Italian, North Indian, Chinese",12noon – 1am (Mon-Sun),Gurgaon,DLF Cyber City,4.4,4606 votes,1500
CASUAL DINING,4660,"North Indian, Chinese, Thai, Continental",7am – 11:30pm (Mon-Sun),Secunderabad,S D Road,2.7,66 votes,900
"CASUAL DINING,BAR",4422,"Mughlai, North Indian, Chinese","12:30pm – 3pm, 7pm – 11pm (Mon, Tue, Wed, Fri...",Hyderabad,Banjara Hills,4.6,5849 votes,1500
CASUAL DINING,5839,"Chinese, Thai, Indonesian, Malaysian, Vietnamese, Singaporean, ,","11:45am – 3:30pm, 6:45pm – 11:30pm (Mon-Sun)",Chennai,MGR Salai (Opposite to Royal Enfield showroom) Perungudi,4.0,714 votes,1000
CASUAL DINING,13089,"North Indian, Chinese, Continental, Seafood","12noon – 3pm, 6:30pm – 12midnight (Mon-Sun)",Mumbai,Kemps Corner,3.9,220 votes,1000
BAKERY,2715,"Bakery, Desserts",10am – 10pm (Mon-Sun),JP Nagar,1st Phase,3.9,59 votes,350
CASUAL DINING,11374,"South Indian, North Indian, Chinese, Beverages",8am – 10:30pm (Mon-Sun),Bangalore,Basavanagudi,4.2,382 votes,600
CASUAL DINING,7577,"North Indian, Mughlai","11am – 11pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",New Delhi,Karol Bagh,3.3,158 votes,600
CASUAL DINING,12564,South Indian,Not Available,Kochi,Palarivattom,-,,200
QUICK BITES,14001,"Continental, Fast Food","11am – 11pm (Mon-Fri),11am – 12midnight (Sat-Sun)",Navi-Mumbai,Airoli,3.4,16 votes,500
CASUAL DINING,6523,"Continental, North Indian, Chinese",12noon – 12midnight (Mon-Sun),Noida,Sector 38,3.8,12 votes,800
QUICK BITES,1404,North Indian,8:30am – 10:30pm (Mon-Sun),New Delhi,Paschim Vihar,4.0,1092 votes,300
CASUAL DINING,3667,"North Indian, Chinese, Biryani, South Indian",7am – 12midnight (Mon-Sun),Hyderabad,Manikonda,3.3,374 votes,700
CASUAL DINING,139,"Continental, Biryani, Desserts, North Indian, Chinese, Hyderabadi,","12:30pm – 3:30pm, 7:30pm – 11pm (Mon-Sun)",Hyderabad,Habsiguda,3.4,805 votes,750
None,11098,"North Indian, Fast Food",9am – 11pm (Mon-Sun),New Delhi,Vasundhara Enclave,3.7,28 votes,200
"BAR,CASUAL DINING",14591,Finger Food,11am – 11pm (Mon-Sun),Chennai,T. Nagar,NEW,,1000
QUICK BITES,3559,"Tamil, North Indian, Chinese",11am – 11pm (Mon-Sun),Bengaluru,BTM Layout,3.7,22 votes,500
QUICK BITES,13436,South Indian,11am – 11pm (Mon-Sun),Kochi,Chittoor Road,3.5,14 votes,200
QUICK BITES,6447,"South Indian, North Indian, Chinese","12noon – 3pm, 7pm – 10:30pm (Mon-Sun)",Chennai,Chromepet,3.8,145 votes,650
CASUAL DINING,5519,"Asian, Japanese, Thai, Sushi","12:30pm – 3pm, 7:30pm – 10:30pm (Mon-Sun)",Hyderabad,Banjara Hills,4.5,737 votes,1500
CASUAL DINING,11453,"North Indian, Chinese, South Indian",7am – 10pm (Mon-Sun),Bangalore,New BEL Road,3.7,124 votes,400
CASUAL DINING,10524,Chinese,1pm – 11:30pm (Mon-Sun),Mumbai,Thane West,3.7,296 votes,500
QUICK BITES,13785,"Beverages, Fast Food, Tea",8am – 9pm (Mon-Sun),Bangalore,Sarjapur Road,4.2,243 votes,150
CASUAL DINING,12782,South Indian,"3pm – 10pm (Mon-Fri),11am – 10pm (Sat-Sun)",Kochi,Vennala,3.7,31 votes,1200
QUICK BITES,12427,"Continental, Healthy Food",11am – 11pm (Mon-Sun),Navi Mumbai,Kharghar,3.1,4 votes,400
QUICK BITES,3101,Chinese,12noon – 10pm (Mon-Sun),Kochi,Edappally,3.4,13 votes,250
PUB,11789,"Chinese, Continental",5pm – 1am (Mon-Sun),Mumbai,Malad West,3.8,782 votes,1600
CASUAL DINING,11250,"Hyderabadi, Biryani, North Indian, Chinese","11:30am – 3:30pm, 6:30pm – 11pm (Mon-Sun)",Bangalore,Kaggadasapura,4.0,227 votes,700
BAR,2073,"Chinese, Italian",11am – 11pm (Mon-Sun),Chennai,Thuraipakkam,3.8,52 votes,1000
CASUAL DINING,5194,"Kerala, South Indian",8am – 10:15pm (Mon-Sun),Kochi,Panampilly Nagar,4.0,236 votes,300
CASUAL DINING,9151,"North Indian, Mughlai, Biryani, Bengali",11:30am – 11pm (Mon-Sun),New Delhi,Chittaranjan Park,4.1,936 votes,600
CAFÉ,4447,"Cafe, Italian, Chinese, Fast Food",11am – 11pm (Mon-Sun),New Delhi,Paschim Vihar,4.1,820 votes,700
QUICK BITES,6091,"Fast Food, Kerala",6am – 12midnight (Mon-Sun),Kochi,MG Road,2.9,15 votes,200
CAFÉ,2469,Cafe,11am – 12midnight (Mon-Sun),Kochi,Kakkanad,-,,300
CASUAL DINING,5766,"Mexican, Italian",11am – 11pm (Mon-Sun),Chennai,Besant Nagar,3.9,1296 votes,1200
QUICK BITES,972,Arabian,11am – 11pm (Mon-Sun),Hyderabad,Moosapet X Road Moosapet,3.7,166 votes,500
CASUAL DINING,14979,"Chinese, South Indian",12noon – 10pm (Mon-Sun),Kochi,Marine Drive,-,,350
